device_id,device_name,classification,age_fraction,manufacturer_risk_tier,temperature,vibration,hours_used,failed,true_failure_probability,voltage
20369,Device Recall  Boston Scientific Scimed,Cardiovascular Devices,0.345,medium,32.08,1.0,1968.85,0,0.292,202.59
96235,Device Recall  SJM Peel Away Introducer,Cardiovascular Devices,0.371,low,32.33,0.87,2987.32,0,0.234,204.53
100399,Receptal Canisters,General Hospital and Personal Use Devices,0.346,high,23.41,,1371.45,0,0.366,204.67
58893,Device Recall  Boston Scientific TWISTER,Gastroenterology-Urology Devices,0.493,high,,1.01,2946.4,0,0.461,206.63
100120,Gish Connector with Luer fitting,Cardiovascular Devices,0.57,high,34.92,1.67,6306.32,1,0.554,213.33
54693,"RM, RMAT",Radiology Devices,0.072,high,24.99,0.07,-110.42,0,0.184,209.3
15518,Device Recall  GDC 360 Detachable Coil,Neurological Devices,0.274,high,26.33,0.48,1450.79,0,0.311,202.15
19025,Device Recall  LOCI 8 Calibrator,Clinical Chemistry and Clinical Toxicology Devices,0.595,high,22.17,,5369.49,1,0.576,214.34
16446,Device Recall  Cobalt Chromium Heads,Orthopedic Devices,0.481,medium,,2.12,3375.54,0,0.414,211.89
51884,VITEK 2 AST GN72,Immunology and Microbiology Devices,0.368,high,18.41,,2041.92,0,0.382,205.3
31149,Transseptal Guiding sheath,Cardiovascular Devices,0.647,low,36.52,2.23,9295.97,0,0.481,213.78
14401,Device Recall  Maquet Cardiopulmonary Heater Cooler Unit HCU30 Type 2,Cardiovascular Devices,0.047,medium,30.25,0.14,-402.58,0,0.113,202.3
22782,Device Recall  Gish Vision Hollow Fiber Oxygenator with GBS Coating.,Cardiovascular Devices,0.19,low,29.72,0.08,1420.99,0,0.095,199.23
55638,Device Recall  LINVATECArthroscopic Blade,Orthopedic Devices,0.876,medium,,6.04,11615.77,1,0.819,230.86
42837,Grab'n Go Vantage Portable Oxygen Cylinder Unit,Anesthesiology Devices,0.031,low,19.31,,-303.02,0,0.014,198.56
99103,Device Recall  Infusion Administration Set,General Hospital and Personal Use Devices,0.333,medium,21.16,,1029.76,0,0.262,202.7
14572,"Device Recall  Zimmer,  Virage OCT Spinal Fixation System",Orthopedic Devices,0.315,high,,0.85,1654.02,0,0.344,205.37
58168,Device Recall  Hytrel Toga,General Hospital and Personal Use Devices,0.306,high,21.16,,1750.83,0,0.333,203.93
17921,Device Recall  MAXIMIS Pedicle Screw Spinal Fixation System,Orthopedic Devices,0.576,high,,2.54,4380.76,1,0.551,213.31
95712,Device Recall  AUTOHDL CHOLESTEROL REAGENT SET,Clinical Chemistry and Clinical Toxicology Devices,0.329,medium,17.07,,1636.79,0,0.27,203.01
57182,Device Recall  Ventlab Premium Small Adult Resuscitator,Anesthesiology Devices,0.583,medium,27.98,,5438.02,0,0.497,213.08
94809,"Device Recall  ConMed Linvatech Hall Surgical Blades, Sterile ST STERNUM SAW BLADES",General and Plastic Surgery Devices,0.438,medium,27.39,0.9,2450.78,0,0.358,
95666,Device Recall  BEC Growth Chek Microbial Suspension  Candida albicans CA1 (100 dose),Immunology and Microbiology Devices,0.482,low,20.18,,3478.2,0,0.327,209.76
99135,Device Recall  Inhibin A ELISA Kit,Clinical Chemistry and Clinical Toxicology Devices,0.077,high,14.03,,451.23,0,0.199,202.56
99987,Terumo Advanced Perfusion System 1,Cardiovascular Devices,0.812,high,39.11,3.48,13268.52,1,0.812,226.8
20535,Device Recall  Kit with Gastrointestinal tube,Gastroenterology-Urology Devices,0.556,medium,,1.43,4333.39,0,0.474,213.45
18273,Device Recall  Artis Q. zen floor,Radiology Devices,0.397,high,29.79,0.85,3422.67,0,0.396,215.22
97400,Device Recall  Powerheart AED,Cardiovascular Devices,0.198,medium,30.82,0.3,426.36,0,0.19,202.07
19737,Device Recall  Fabius GS Tiro,Anesthesiology Devices,0.396,medium,24.06,,3346.27,0,0.337,205.45
13491,Device Recall  SYMMETRY SURGICAL DISPOSABLE TOWEL CLAMP,General and Plastic Surgery Devices,0.173,low,25.44,-0.11,507.0,0,0.087,
49895,Grafton DBM Flex,Orthopedic Devices,0.372,medium,,0.72,1729.31,0,0.296,204.62
17141,Device Recall  Regard,General and Plastic Surgery Devices,0.244,high,26.34,0.32,316.13,0,0.287,
103959,Merit Custom Kits,Cardiovascular Devices,0.548,high,34.81,1.56,5893.15,1,0.539,213.57
94812,"Device Recall  ConMed Linvatech Hall Surgical Blades, Sterile STER RPLCMNT BLADE/STRYKER RECIP",General and Plastic Surgery Devices,0.128,medium,25.4,0.23,-257.48,0,0.15,
18009,"Device Recall  MEDLINE SIRUS Surgical Gown, Strong Protection Surgical Gown, Surgeon",General Hospital and Personal Use Devices,0.322,low,22.57,,1170.82,0,0.191,203.11
101510,Adelante Breezway,Cardiovascular Devices,0.305,medium,30.47,0.4,1233.78,0,0.248,203.95
17995,Device Recall  VITROS Chemistry Products PHYT Slides,Clinical Chemistry and Clinical Toxicology Devices,0.404,medium,18.5,,2736.77,0,0.338,206.4
96168,Device Recall  ALARIS PC UNIT,General Hospital and Personal Use Devices,0.403,medium,23.49,,2020.33,0,0.336,206.29
102923,Stardust Flexible Y Sensor Probe,Anesthesiology Devices,0.373,medium,23.15,,2425.27,0,0.318,207.0
56593,"Device Recall  Tabs Professional Voice  Monitor, Model 25222",General Hospital and Personal Use Devices,0.46,medium,24.2,,2661.66,0,0.382,208.14
96240,Device Recall  CLINITRON UPLIFT,Physical Medicine Devices,0.124,medium,,0.35,426.16,0,0.153,201.3
81542,SYMBIQ INFUSION SYSTEM TWO-CHANNEL,General Hospital and Personal Use Devices,0.558,medium,27.22,,3686.78,0,0.479,212.7
52152,Affixus Intramedullary Hip Fracture Nail,Orthopedic Devices,0.48,high,,1.91,3584.68,0,0.469,208.45
20535,Device Recall  Kit with Gastrointestinal tube,Gastroenterology-Urology Devices,0.383,medium,,0.34,2208.39,0,0.321,208.75
100737,RESTORIS PST Acetabular Offset Shell Impactors,Orthopedic Devices,0.316,medium,,0.97,1699.15,0,0.276,204.87
18245,Device Recall  Encore(TM) 26 Inflation Device,Cardiovascular Devices,0.582,high,34.86,1.51,6255.67,1,0.551,211.99
18586,Device Recall  Medtronic KYPHON(R) Express(TM) Directional Bone Filler Device,Orthopedic Devices,0.377,medium,,0.81,2240.81,0,0.309,205.89
51216,Nylon Surgical Suture,General and Plastic Surgery Devices,0.353,low,27.19,0.57,1447.64,0,0.215,
59246,Device Recall  Model Kodak 2200 Intraoral XRay System,Radiology Devices,0.307,high,27.39,0.34,2071.0,0,0.323,213.02
100835,Open Heart Tray,Cardiovascular Devices,0.285,high,31.05,0.64,1137.76,0,0.313,202.03
102616,ConMed Laparoscopic Instrument,General and Plastic Surgery Devices,0.235,high,25.97,0.27,855.22,0,0.284,
113838,PLUM LifeCare 5000 Series and PLUM XL Familiy of Infusers,General Hospital and Personal Use Devices,0.101,medium,20.09,,56.63,0,0.127,199.98
14335,Device Recall  Philips Healthcare,Radiology Devices,0.46,high,30.42,1.32,3504.18,0,0.448,219.28
97920,Device Recall  Microstream CAPNOLINE H O2 ADULT,Anesthesiology Devices,0.759,medium,31.79,,10445.49,1,0.68,222.16
100477,Juggerknotless Soft Anchors,Orthopedic Devices,0.13,high,,0.39,-74.33,0,0.217,200.3
59181,Device Recall  Synergy xray volume imaging (XVI); Elekta Synergy; Elekta Synergy S and XVI,Radiology Devices,0.517,medium,32.46,1.5,7698.38,0,0.443,222.2
56223,Device Recall  Lactoscrew Anchors,Orthopedic Devices,0.361,high,,1.22,1929.66,0,0.372,204.7
55679,Device Recall   Level 1 Normothermic Administration Sets,General Hospital and Personal Use Devices,0.304,medium,21.4,,492.13,0,0.248,203.98
17371,Device Recall  Bond Elut Dried Matrix Spotting (DMS) cards,Clinical Chemistry and Clinical Toxicology Devices,0.174,low,14.86,,24.16,0,0.083,201.22
58214,Device Recall  Maquet,General and Plastic Surgery Devices,0.607,medium,31.52,1.68,4399.58,1,0.521,
13525,"Device Recall  Beaver Visitec International, Inc",General and Plastic Surgery Devices,0.267,medium,26.68,0.24,-458.37,0,0.224,
58330,Device Recall  PolyglycolicLactic Acid Absorbable Surgical Suture,General and Plastic Surgery Devices,0.374,low,26.67,0.73,2242.46,0,0.234,
95546,Device Recall  Enteral feeding replacement device.,Gastroenterology-Urology Devices,0.387,medium,,0.89,2414.6,0,0.334,206.81
96644,"Device Recall  FASTRAC ""Pull"" Gastric Access Port",Gastroenterology-Urology Devices,0.076,medium,,0.08,-189.26,0,0.116,199.64
60647,"Device Recall  da Vinci Xi"" Surgical System",General and Plastic Surgery Devices,0.395,high,27.54,0.76,1803.11,0,0.398,
57252,Device Recall  Coonrad/Morrey,Orthopedic Devices,0.215,high,,0.58,485.14,0,0.272,202.54
100183,Superstat Modified Collagen Hemostatic Sponge,General and Plastic Surgery Devices,0.128,medium,24.9,0.02,-204.93,0,0.139,
15679,Device Recall  VersaFx Femoral Fixation System,Orthopedic Devices,0.087,high,,0.17,-302.68,0,0.193,200.13
15204,Device Recall  cobas p 512 preanalytical system,Clinical Chemistry and Clinical Toxicology Devices,0.421,high,19.19,,3225.69,0,0.432,208.28
102566,HDL Cholesterol Reagent,Clinical Chemistry and Clinical Toxicology Devices,0.401,low,18.18,,2356.6,0,0.249,206.0
113826,PET Discovery 610 and Discovery 710 with software version pet_coreload.44 and pet_mfk.44,Radiology Devices,0.357,high,28.17,0.88,2888.53,0,0.365,213.78
103554,Intelligent Straight Endoscopic Linear Cutter,General and Plastic Surgery Devices,0.274,medium,26.3,0.65,1179.6,0,0.252,
56246,Device Recall  The Polarus Plus Humeral Rod,Orthopedic Devices,0.804,medium,,5.16,9557.88,1,0.733,226.36
54440,Smith & Nephew Aimer Endofemoral,Orthopedic Devices,0.077,high,,-0.0,99.97,0,0.185,199.67
53803,King Systems Universal Flex2 Breathing Circuit & Pack Kit,Anesthesiology Devices,0.723,high,30.7,,8588.0,1,0.711,222.4
23388,Device Recall  IMPAX Diagnostic Workstation,Radiology Devices,0.309,high,27.21,0.46,2553.53,0,0.328,213.22
20364,Device Recall  Boston Scientific Scimed,Cardiovascular Devices,0.345,medium,31.62,0.4,2536.68,0,0.283,204.26
52764,Ohmeda Medical''s Giraffe¿ OmniBeds¿ and Giraffe Incubators,General Hospital and Personal Use Devices,0.454,low,23.98,,2792.77,0,0.296,207.13
59917,Device Recall  RECLAIM DISTAL TAPERED,Orthopedic Devices,0.689,high,,3.64,6673.57,1,0.662,217.89
16530,Device Recall  TENNIS ELBOW SUPPORT,Physical Medicine Devices,0.618,medium,,2.65,4435.76,1,0.524,214.4
53793,Regenesis Biomedical PROVANT Wound,Physical Medicine Devices,0.563,low,,1.98,4133.96,0,0.388,210.78
56311,Device Recall  12Fr SLS II Laser Sheath,Cardiovascular Devices,0.309,low,31.04,0.73,1752.54,0,0.184,203.86
2620,Philips HeartStart MRx External Automatic Defibrillators - M3535A and M3536A models,Cardiovascular Devices,0.3,low,30.96,0.43,1916.03,0,0.174,203.98
98912,Device Recall  Varian High Energy Linear Accelerator,Radiology Devices,0.717,high,39.01,3.31,12105.87,1,0.713,231.51
94490,"Device Recall  IMPAX  Network Gateway Server, License Key",Radiology Devices,0.528,high,30.68,1.9,6716.98,1,0.513,222.07
17701,Device Recall  Alaris Pump Module model 8100,General Hospital and Personal Use Devices,0.303,medium,22.35,,823.64,0,0.262,204.73
84619,ULTRA 8 INTRA-AORTIC BALLOON - LIGHTWAVE SENSOR,Cardiovascular Devices,0.487,medium,34.04,1.34,5379.51,0,0.416,209.21
97865,Device Recall  Calcium Sulfate Hemihydrate,Dental Devices,0.552,low,,1.98,3043.58,0,0.386,211.34
20522,Device Recall  Gastrointestinal tube,Gastroenterology-Urology Devices,0.392,medium,,0.88,2012.03,0,0.328,205.95
56074,Device Recall  Perfector,Physical Medicine Devices,0.138,low,,0.25,510.6,0,0.076,200.64
102460,"OSTEOFIL¿ DBM Paste of varying sizes.  Product is labeled in part:  ''***Processed at: Regeneration TECHNOLOGIES, INC. Alachua, Florida USA***SINGLE PATIENT USE ONLY***''.",Orthopedic Devices,0.634,medium,,2.94,6347.91,1,0.538,214.44
4007,Draeger Infinity V500 Ventiilator with optional PS500 installed,Anesthesiology Devices,0.461,medium,24.87,,3939.15,0,0.39,208.83
94072,Device Recall  Pulsavac,General Hospital and Personal Use Devices,0.164,medium,19.94,,-52.08,0,0.16,201.71
17943,Device Recall  MAXIMIS Pedicle Screw Spinal Fixation System,Orthopedic Devices,0.499,high,,2.26,2912.66,0,0.485,210.42
17147,Device Recall  Regard,General and Plastic Surgery Devices,0.454,high,29.73,0.87,2301.13,0,0.453,
20852,Device Recall  HideAPort Low Profile Balloon Gastrostomy Tube Kit,Gastroenterology-Urology Devices,0.159,high,,-0.22,535.31,0,0.228,199.96
18043,Device Recall  Hypodermic needles,General Hospital and Personal Use Devices,0.538,high,25.75,,3431.45,1,0.53,213.88
18591,Device Recall  ACCOLADE MRI SR Pacemaker,Cardiovascular Devices,0.392,medium,32.2,0.36,3041.79,0,0.316,206.45
100301,Graft Delivery System,General Hospital and Personal Use Devices,0.215,low,21.98,,674.58,0,0.128,202.28
19210,Device Recall  AXIOM Artis,Radiology Devices,0.193,high,25.87,0.41,409.39,0,0.254,211.27
49440,TERUMO 3T L. V. Control Valve,Cardiovascular Devices,0.473,high,33.43,1.3,4693.58,0,0.469,208.92
94110,Device Recall  PeelAway Introducer set,Cardiovascular Devices,0.057,high,29.77,-0.01,-1259.49,0,0.175,199.4
97359,Device Recall  EXXCEL Soft Standard Wall EPTFE Vascular Graft,Cardiovascular Devices,0.519,medium,33.87,1.51,5540.12,0,0.436,209.87
96113,Device Recall  Stryker 100 mL AutoFuser PainPump,General Hospital and Personal Use Devices,0.286,high,21.68,,1127.87,0,0.324,204.96
57626,Device Recall  Anspach 2 mm Coarse Diamond Ball for Adjustable 25 cm Mia Attachment,Neurological Devices,0.412,high,28.55,0.62,2241.78,0,0.408,205.96
12867,Device Recall  Roche Molecular Diagnostics,Immunology and Microbiology Devices,0.815,medium,28.53,,10387.14,1,0.747,225.39
103357,"Zimmer Gender Solutions Natural Knee Flex System, Prolong Articular Surface,",Orthopedic Devices,0.425,high,,1.41,2964.92,0,0.42,205.93
98045,Device Recall  HLD SYSTEM 540HT,General Hospital and Personal Use Devices,0.226,medium,21.45,,652.13,0,0.214,203.59
13314,Device Recall  Replace Select Tapered TiU NP,Dental Devices,0.089,medium,,0.18,-206.05,0,0.129,201.23
94921,Device Recall  Locking Clavicle Plate,Orthopedic Devices,0.699,medium,,3.53,7820.85,1,0.614,220.06
57773,Device Recall  SERVOi ventilator system,Anesthesiology Devices,0.551,medium,26.28,,5722.66,0,0.47,212.53
117152,Hudson RCI Neonate Manual Resuscitator,Anesthesiology Devices,0.088,medium,20.78,,-494.43,0,0.138,203.25
56835,Device Recall  NeuViz 16 MultiSlice CT Scanner System,Radiology Devices,0.677,medium,35.55,2.87,11920.76,1,0.595,229.92
100534,VERIFY Dual Species SelfContained Biological Indicator,General Hospital and Personal Use Devices,0.346,high,21.41,,1507.93,0,0.347,203.02
102973,ConMed Linvatec Surgical Video Cart,General and Plastic Surgery Devices,0.219,low,25.1,0.17,909.58,0,0.116,
17411,Device Recall  PreludeSYNC Radial Compression Device,Cardiovascular Devices,0.493,medium,33.62,1.12,5564.98,0,0.417,211.15
95093,Device Recall  Philips Healthcare Informatics iSite PACS,Radiology Devices,0.681,medium,36.03,2.69,12851.9,1,0.601,230.02
22510,Device Recall  Boston Scientific,Gastroenterology-Urology Devices,0.055,high,,-0.01,782.24,0,0.184,198.6
15661,Device Recall  American Surgical,Neurological Devices,0.273,high,26.76,0.22,1050.84,0,0.307,203.24
52589,BacFix,Orthopedic Devices,0.564,medium,,2.51,5050.97,0,0.474,211.37
13655,Device Recall  SpineWave,"Ear, Nose, and Throat Devices",0.102,low,,0.01,279.12,0,0.051,200.03
52758,"BCP-7A, Quick Silver Bipolar Coagulation Probe, For use w/dual Plug Bipolar Generators",General and Plastic Surgery Devices,0.258,medium,26.03,0.31,1064.32,0,0.228,
60145,Device Recall  Covidien,Cardiovascular Devices,0.58,medium,34.74,1.67,5200.0,0,0.485,214.92
96202,Device Recall  Exogen 4000Ultrasound Bone Healing System,Orthopedic Devices,0.31,high,,0.48,1225.81,0,0.321,202.6
53007,TriActiv ProGuard Embolic Protection System,Cardiovascular Devices,0.225,medium,31.44,0.48,365.27,0,0.21,201.89
51588,Transpac IV Monitoring Kit,Cardiovascular Devices,0.19,high,30.17,0.0,1046.06,0,0.243,198.66
20603,Device Recall  ADx,Clinical Chemistry and Clinical Toxicology Devices,0.589,medium,20.77,,5302.31,0,0.484,212.43
51480,V6 Rear Case Assembly,General Hospital and Personal Use Devices,0.279,high,21.68,,1069.14,0,0.312,202.8
115005,BladderScan BVI 9600 with AortaScan mode portable ultrasound instrument,Radiology Devices,0.113,low,26.54,-0.15,-1253.84,0,0.061,211.3
52411,SLEEVEGK1 ZESTAW DO ZABIEGOW SLEEVEX1,General and Plastic Surgery Devices,0.567,medium,30.58,0.98,4394.51,0,0.468,
19295,Device Recall  Strauss Penis Clamp 130MM/General Instruments,Gastroenterology-Urology Devices,0.038,medium,,0.19,-704.05,0,0.103,199.0
96496,Device Recall  Pyxis Anesthesia System 3500,Anesthesiology Devices,0.585,low,27.18,,6834.16,0,0.428,214.35
56989,Device Recall  Aesculap S4 Element 4.5mm Polyaxial Screws,Orthopedic Devices,0.082,medium,,-0.17,233.18,0,0.119,199.47
95676,Device Recall  AXSOS PLUS LOCKING PLATE SYSTEM,Orthopedic Devices,0.249,high,,0.86,980.53,0,0.306,204.74
104161,"Spectrum Central Venous Catheter Tray, Minocycline/Rifampin Antibiotic Impregnated, 5 Lumen",General Hospital and Personal Use Devices,0.167,high,20.64,,588.43,0,0.24,200.63
50299,Medtronic Implantable Programmable Infusion Pumps,General Hospital and Personal Use Devices,0.177,medium,20.32,,479.84,0,0.172,200.91
50857,"Sterile, GS0478  LAP Chole Pk   surgical kit",General and Plastic Surgery Devices,0.441,high,28.42,0.84,2195.18,0,0.434,
60527,Device Recall  Customed,General and Plastic Surgery Devices,0.32,high,26.83,0.39,1700.99,0,0.343,
94643,Device Recall  BIOMET 3i  Locator Abutment,Dental Devices,0.25,low,,0.34,652.1,0,0.14,202.42
22803,Device Recall  Baxter PCA II Syringe Infusion Pump,General Hospital and Personal Use Devices,0.632,high,28.67,,5133.37,1,0.619,214.9
99565,Device Recall  CENTURION PORT ACCESS TRAY,General and Plastic Surgery Devices,0.344,high,26.7,0.45,965.44,0,0.347,
102179,Protege GPS Biliary Stent System,Gastroenterology-Urology Devices,0.552,medium,,1.49,3577.79,0,0.464,213.15
23573,Device Recall  Medtronic,Radiology Devices,0.919,low,47.0,5.2,22239.73,1,0.807,244.32
59338,Device Recall  NaturalKnee II  Unicompartmental Knee Prosthesis,Orthopedic Devices,0.097,high,,0.35,-229.2,0,0.2,199.05
93461,Device Recall  SOPRO Camera Control Unit,General and Plastic Surgery Devices,0.246,low,26.16,0.12,833.26,0,0.134,
7040,advance has coated tibial bases for knee prosthesis.,Orthopedic Devices,0.564,medium,,2.16,4794.35,0,0.465,211.27
50473,"Brillance, Big Bore CT",Radiology Devices,0.251,high,26.79,0.46,1707.09,0,0.296,213.13
58555,Device Recall  CPT Femoral Stem,Orthopedic Devices,0.111,high,,0.24,1119.85,0,0.219,201.0
104029,Boston Scientific brand Matrix2 360 Standard SR Coils.,Obstetrical and Gynecological Devices,0.393,medium,27.93,,1782.93,0,0.328,205.75
58665,Device Recall  Universal Flex2 Breathing Circuit,Anesthesiology Devices,0.483,low,24.79,,4430.55,0,0.326,209.64
56034,"Device Recall  UltraVision Detection System, AntiPolyvalent, AlkPhos/Fast Red (Ready to Use)",Hematology and Pathology Devices,0.246,medium,16.38,,1219.85,0,0.221,202.07
22537,Vaxcel¿ Plus Chronic Dialysis Catheters - Catheter/CPU/15/28/Plastic || Catalog Number : 45-549,Gastroenterology-Urology Devices,0.422,high,,0.92,2370.79,0,0.424,207.88
16899,Device Recall  Regard,General and Plastic Surgery Devices,0.63,high,31.58,1.61,5157.68,1,0.607,
93575,Device Recall  Bondek Sutures,General and Plastic Surgery Devices,0.23,medium,26.59,0.26,811.93,0,0.216,
60637,"Device Recall  da Vinci Xi"" Surgical System",General and Plastic Surgery Devices,0.212,high,26.65,0.08,396.47,0,0.267,
