device_id,device_name,classification,age_fraction,temperature,vibration,hours_used,failed,true_failure_probability,voltage
58893,Device Recall  Boston Scientific TWISTER,Gastroenterology-Urology Devices,0.493,,1.01,2946.4,0,0.346,206.63
100120,Gish Connector with Luer fitting,Cardiovascular Devices,0.57,34.92,1.67,6306.32,0,0.449,213.33
54693,"RM, RMAT",Radiology Devices,0.072,24.99,0.07,-110.42,0,0.037,209.3
15518,Device Recall  GDC 360 Detachable Coil,Neurological Devices,0.274,26.33,0.48,1450.79,0,0.179,202.15
19025,Device Recall  LOCI 8 Calibrator,Clinical Chemistry and Clinical Toxicology Devices,0.595,22.17,,5369.49,0,0.473,214.34
16446,Device Recall  Cobalt Chromium Heads,Orthopedic Devices,0.481,,2.12,3375.54,0,0.372,211.89
51884,VITEK 2 AST GN72,Immunology and Microbiology Devices,0.368,18.41,,2041.92,0,0.257,205.3
31149,Transseptal Guiding sheath,Cardiovascular Devices,0.647,36.52,2.23,9295.97,1,0.535,213.78
21995,Device Recall  Advisor Vital Signs Monitor with Capnography,Cardiovascular Devices,0.213,30.61,0.13,1561.16,0,0.129,201.47
22782,Device Recall  Gish Vision Hollow Fiber Oxygenator with GBS Coating.,Cardiovascular Devices,0.19,29.72,0.08,1420.99,0,0.106,199.23
55638,Device Recall  LINVATECArthroscopic Blade,Orthopedic Devices,0.876,,6.04,11615.77,1,0.822,230.86
42837,Grab'n Go Vantage Portable Oxygen Cylinder Unit,Anesthesiology Devices,0.031,19.31,,-303.02,0,0.015,198.56
99103,Device Recall  Infusion Administration Set,General Hospital and Personal Use Devices,0.333,21.16,,1029.76,0,0.202,202.7
14572,"Device Recall  Zimmer,  Virage OCT Spinal Fixation System",Orthopedic Devices,0.315,,0.85,1654.02,0,0.216,205.37
58168,Device Recall  Hytrel Toga,General Hospital and Personal Use Devices,0.306,21.16,,1750.83,0,0.204,203.93
17921,Device Recall  MAXIMIS Pedicle Screw Spinal Fixation System,Orthopedic Devices,0.576,,2.54,4380.76,0,0.445,213.31
95712,Device Recall  AUTOHDL CHOLESTEROL REAGENT SET,Clinical Chemistry and Clinical Toxicology Devices,0.329,17.07,,1636.79,0,0.212,203.01
57182,Device Recall  Ventlab Premium Small Adult Resuscitator,Anesthesiology Devices,0.583,27.98,,5438.02,0,0.463,213.08
96067,Device Recall  Body Fluid Collection Paper,Clinical Chemistry and Clinical Toxicology Devices,0.365,17.85,,2262.29,0,0.25,204.86
12935,Device Recall  Hudson RCI Tracheal Tubes,Anesthesiology Devices,0.467,24.38,,3882.42,0,0.333,206.41
97656,Device Recall  Dental chair headrest,Dental Devices,0.033,,0.25,-20.84,0,0.024,199.05
59915,Device Recall  Natural Rubber Latex QRG  for the da Vinci Standard Surgical System;  da Vinci S System and da Vinci,General and Plastic Surgery Devices,0.467,28.76,1.01,2971.31,0,0.348,
52072,UROS AUTOMATED URINE OUPTUT AND TEMPERATURE MONITOR,Gastroenterology-Urology Devices,0.288,,0.52,1954.8,0,0.196,202.29
55228,Device Recall  ARCHITECT CPeptide Reagent Kit,Clinical Chemistry and Clinical Toxicology Devices,0.616,22.17,,6312.27,1,0.501,216.31
23468,Device Recall  AngelMed Guardian,Cardiovascular Devices,0.416,32.8,0.94,3857.48,0,0.302,207.33
58920,"Device Recall  D10 Dual Program, Update Kit D10 A1c program diskette",Hematology and Pathology Devices,0.474,19.02,,2517.49,0,0.334,208.62
93841,Device Recall  Biograph 6,Radiology Devices,0.624,34.68,2.14,9523.1,1,0.504,226.34
17141,Device Recall  Regard,General and Plastic Surgery Devices,0.601,31.47,1.52,4544.11,0,0.482,
103959,Merit Custom Kits,Cardiovascular Devices,0.548,34.81,1.56,5893.15,0,0.432,213.57
94812,"Device Recall  ConMed Linvatech Hall Surgical Blades, Sterile STER RPLCMNT BLADE/STRYKER RECIP",General and Plastic Surgery Devices,0.128,25.4,0.23,-257.48,0,0.077,
18009,"Device Recall  MEDLINE SIRUS Surgical Gown, Strong Protection Surgical Gown, Surgeon",General Hospital and Personal Use Devices,0.322,22.57,,1170.82,0,0.212,203.11
101510,Adelante Breezway,Cardiovascular Devices,0.305,30.47,0.4,1233.78,0,0.187,203.95
17995,Device Recall  VITROS Chemistry Products PHYT Slides,Clinical Chemistry and Clinical Toxicology Devices,0.404,18.5,,2736.77,0,0.286,206.4
96168,Device Recall  ALARIS PC UNIT,General Hospital and Personal Use Devices,0.403,23.49,,2020.33,0,0.285,206.29
102923,Stardust Flexible Y Sensor Probe,Anesthesiology Devices,0.373,23.15,,2425.27,0,0.264,207.0
56593,"Device Recall  Tabs Professional Voice  Monitor, Model 25222",General Hospital and Personal Use Devices,0.46,24.2,,2661.66,0,0.336,208.14
96240,Device Recall  CLINITRON UPLIFT,Physical Medicine Devices,0.124,,0.35,426.16,0,0.082,201.3
57232,"Device Recall  0.8MM Diamond Ball, 7.3CM",Neurological Devices,0.139,24.82,0.09,590.72,0,0.078,200.4
14503,Device Recall  Optima CL323i,Radiology Devices,0.446,29.83,1.22,5458.92,0,0.325,218.04
50275,ADVIA Centaur Systems BRAHMS PCT 100 test,Immunology and Microbiology Devices,0.331,17.52,,1314.68,0,0.224,205.64
47644,"GlideScope GVL, AVL and Ranger Reusable Sheet",Anesthesiology Devices,0.315,22.58,,622.15,0,0.198,203.09
103121,Premisa,Dental Devices,0.407,,1.0,1857.32,0,0.293,207.42
94315,Device Recall  Fire Star,Cardiovascular Devices,0.419,32.71,0.81,3522.08,0,0.297,207.2
96005,Device Recall  Abbott CELLDYN 3700 Hematology Analyzer CS/SL,Hematology and Pathology Devices,0.356,16.78,,1734.28,0,0.23,204.34
100835,Open Heart Tray,Cardiovascular Devices,0.285,31.05,0.64,1137.76,0,0.181,202.03
102616,ConMed Laparoscopic Instrument,General and Plastic Surgery Devices,0.235,25.97,0.27,855.22,0,0.148,
113838,PLUM LifeCare 5000 Series and PLUM XL Familiy of Infusers,General Hospital and Personal Use Devices,0.101,20.09,,56.63,0,0.052,199.98
14335,Device Recall  Philips Healthcare,Radiology Devices,0.46,30.42,1.32,3504.18,0,0.331,219.28
97920,Device Recall  Microstream CAPNOLINE H O2 ADULT,Anesthesiology Devices,0.759,31.79,,10445.49,1,0.667,222.16
100477,Juggerknotless Soft Anchors,Orthopedic Devices,0.13,,0.39,-74.33,0,0.074,200.3
59181,Device Recall  Synergy xray volume imaging (XVI); Elekta Synergy; Elekta Synergy S and XVI,Radiology Devices,0.517,32.46,1.5,7698.38,0,0.403,222.2
17382,Device Recall  BrightView X 3/4,Radiology Devices,0.502,31.5,1.51,5703.03,0,0.373,219.5
57330,Device Recall  Access hLH Calibrators,Clinical Chemistry and Clinical Toxicology Devices,0.552,21.88,,4945.56,0,0.437,212.48
57688,Device Recall  LifeScan OneTouch Ultra Control Solution,Clinical Chemistry and Clinical Toxicology Devices,0.755,25.3,,8737.98,1,0.658,224.74
104177,Central Venous Catheter Tray,General Hospital and Personal Use Devices,0.304,21.53,,835.8,0,0.183,201.51
13525,"Device Recall  Beaver Visitec International, Inc",General and Plastic Surgery Devices,0.565,31.16,1.23,4325.1,0,0.446,
58330,Device Recall  PolyglycolicLactic Acid Absorbable Surgical Suture,General and Plastic Surgery Devices,0.78,34.63,2.32,8479.1,0,0.682,
51719,Synchron Systems Lactate Reagent,Clinical Chemistry and Clinical Toxicology Devices,0.417,18.92,,2932.21,0,0.292,204.81
54569,Omnifit M/S PSL Porous Coated Acetabular Shell,Orthopedic Devices,0.879,,6.15,11210.55,1,0.819,230.27
57168,Device Recall  cobas Integra 400/400 Plus,General Hospital and Personal Use Devices,0.402,22.54,,2347.5,0,0.28,206.16
117281,Chariot Guiding Sheath,Cardiovascular Devices,0.203,30.0,0.14,1766.18,0,0.122,201.95
22583,Device Recall  SmartCycler,Dental Devices,0.722,,2.73,5262.53,1,0.61,220.52
15204,Device Recall  cobas p 512 preanalytical system,Clinical Chemistry and Clinical Toxicology Devices,0.449,19.67,,3611.82,0,0.339,209.24
102566,HDL Cholesterol Reagent,Clinical Chemistry and Clinical Toxicology Devices,0.401,18.18,,2356.6,0,0.277,206.0
113826,PET Discovery 610 and Discovery 710 with software version pet_coreload.44 and pet_mfk.44,Radiology Devices,0.357,28.17,0.88,2888.53,0,0.239,213.78
103554,Intelligent Straight Endoscopic Linear Cutter,General and Plastic Surgery Devices,0.274,26.3,0.65,1179.6,0,0.191,
56246,Device Recall  The Polarus Plus Humeral Rod,Orthopedic Devices,0.804,,5.16,9557.88,1,0.725,226.36
54440,Smith & Nephew Aimer Endofemoral,Orthopedic Devices,0.077,,-0.0,99.97,0,0.039,199.67
53803,King Systems Universal Flex2 Breathing Circuit & Pack Kit,Anesthesiology Devices,0.723,30.7,,8588.0,1,0.623,222.4
23388,Device Recall  IMPAX Diagnostic Workstation,Radiology Devices,0.309,27.21,0.46,2553.53,0,0.198,213.22
20364,Device Recall  Boston Scientific Scimed,Cardiovascular Devices,0.345,31.62,0.4,2536.68,0,0.225,204.26
52764,Ohmeda Medical''s Giraffe¿ OmniBeds¿ and Giraffe Incubators,General Hospital and Personal Use Devices,0.454,23.98,,2792.77,0,0.329,207.13
59917,Device Recall  RECLAIM DISTAL TAPERED,Orthopedic Devices,0.689,,3.64,6673.57,1,0.569,217.89
16530,Device Recall  TENNIS ELBOW SUPPORT,Physical Medicine Devices,0.618,,2.65,4435.76,0,0.494,214.4
56856,Device Recall  Beekley Medical SPOTS,Radiology Devices,0.538,30.72,1.89,5991.98,1,0.41,223.68
15045,Device Recall  Guide and KWires for T2 and Gamma systems,Orthopedic Devices,0.34,,1.01,2064.1,0,0.242,206.63
50766,ComboMap Intravascular Flow and  Pressure System,Radiology Devices,0.616,34.2,2.35,9383.63,0,0.494,224.15
98634,Device Recall  Codman,Neurological Devices,0.59,31.81,1.56,6266.05,0,0.478,212.37
97919,Device Recall  Microstream CAPNOLINE H ADULT,Anesthesiology Devices,0.489,24.74,,4175.46,0,0.361,209.28
55185,"Device Recall  BrightView XCT Gamma Camera, 3/4"".",Radiology Devices,0.447,30.33,1.21,5356.03,0,0.33,218.88
22672,Device Recall  EKOS Lysus Infusion System,Cardiovascular Devices,0.669,36.45,2.4,9781.14,1,0.564,217.42
17725,Device Recall  Pressure Injectable MultiLumen Central Venous Catheterization Kit,General Hospital and Personal Use Devices,0.238,20.89,,1218.83,0,0.16,203.94
50964,GE Healthcare Centricity PACSIW with Universal Viewer,Radiology Devices,0.497,31.17,1.39,5220.54,0,0.37,221.59
17519,Device Recall  Fujifilm,Gastroenterology-Urology Devices,0.406,,0.97,2047.47,0,0.296,208.22
113969,Philips HeartStart MRx Monitor/Defibrillator,Cardiovascular Devices,0.634,36.25,2.09,7885.07,1,0.523,216.73
95727,"Device Recall  Arrow International, Inc. Intraaortic balloon catheter",Cardiovascular Devices,0.071,30.36,-0.02,-1194.07,0,0.04,200.57
102486,Zilver,Gastroenterology-Urology Devices,0.393,,0.6,1617.69,0,0.264,206.59
17943,Device Recall  MAXIMIS Pedicle Screw Spinal Fixation System,Orthopedic Devices,0.465,,2.0,2411.03,0,0.339,209.08
17147,Device Recall  Regard,General and Plastic Surgery Devices,0.454,29.73,0.87,2301.13,0,0.337,
20852,Device Recall  HideAPort Low Profile Balloon Gastrostomy Tube Kit,Gastroenterology-Urology Devices,0.159,,-0.22,535.31,0,0.086,199.96
18043,Device Recall  Hypodermic needles,General Hospital and Personal Use Devices,0.538,25.75,,3431.45,0,0.422,213.88
18591,Device Recall  ACCOLADE MRI SR Pacemaker,Cardiovascular Devices,0.392,32.2,0.36,3041.79,0,0.262,206.45
100301,Graft Delivery System,General Hospital and Personal Use Devices,0.215,21.98,,674.58,0,0.143,202.28
19210,Device Recall  AXIOM Artis,Radiology Devices,0.193,25.87,0.41,409.39,0,0.116,211.27
49440,TERUMO 3T L. V. Control Valve,Cardiovascular Devices,0.473,33.43,1.3,4693.58,0,0.355,208.92
94110,Device Recall  PeelAway Introducer set,Cardiovascular Devices,0.057,29.77,-0.01,-1259.49,0,0.028,199.4
97359,Device Recall  EXXCEL Soft Standard Wall EPTFE Vascular Graft,Cardiovascular Devices,0.519,33.87,1.51,5540.12,1,0.395,209.87
96113,Device Recall  Stryker 100 mL AutoFuser PainPump,General Hospital and Personal Use Devices,0.286,21.68,,1127.87,0,0.193,204.96
57626,Device Recall  Anspach 2 mm Coarse Diamond Ball for Adjustable 25 cm Mia Attachment,Neurological Devices,0.412,28.55,0.62,2241.78,0,0.287,205.96
12867,Device Recall  Roche Molecular Diagnostics,Immunology and Microbiology Devices,0.815,28.53,,10387.14,1,0.742,225.39
103357,"Zimmer Gender Solutions Natural Knee Flex System, Prolong Articular Surface,",Orthopedic Devices,0.425,,1.41,2964.92,0,0.3,205.93
98045,Device Recall  HLD SYSTEM 540HT,General Hospital and Personal Use Devices,0.226,21.45,,652.13,0,0.149,203.59
13314,Device Recall  Replace Select Tapered TiU NP,Dental Devices,0.089,,0.18,-206.05,0,0.055,201.23
94921,Device Recall  Locking Clavicle Plate,Orthopedic Devices,0.699,,3.53,7820.85,1,0.593,220.06
57773,Device Recall  SERVOi ventilator system,Anesthesiology Devices,0.551,26.28,,5722.66,1,0.433,212.53
97514,Device Recall  CELLDYN,Hematology and Pathology Devices,0.039,14.32,,-7.61,0,0.021,200.27
17008,Device Recall  Lap Minor Pack,General and Plastic Surgery Devices,0.355,27.26,0.56,1436.68,0,0.24,
93526,Device Recall  Precision Bipolar Device,General and Plastic Surgery Devices,0.208,25.9,0.19,614.82,0,0.128,
23504,Device Recall  Phoenix Hemodialysis machine.,Gastroenterology-Urology Devices,0.191,,0.14,1016.93,0,0.124,202.61
17411,Device Recall  PreludeSYNC Radial Compression Device,Cardiovascular Devices,0.373,32.97,0.62,3672.28,0,0.263,204.3
95093,Device Recall  Philips Healthcare Informatics iSite PACS,Radiology Devices,0.681,36.03,2.69,12851.9,1,0.578,230.02
22510,Device Recall  Boston Scientific,Gastroenterology-Urology Devices,0.055,,-0.01,782.24,0,0.037,198.6
15661,Device Recall  American Surgical,Neurological Devices,0.273,26.76,0.22,1050.84,0,0.174,203.24
52589,BacFix,Orthopedic Devices,0.564,,2.51,5050.97,0,0.438,211.37
13655,Device Recall  SpineWave,"Ear, Nose, and Throat Devices",0.102,,0.01,279.12,0,0.057,200.03
52758,"BCP-7A, Quick Silver Bipolar Coagulation Probe, For use w/dual Plug Bipolar Generators",General and Plastic Surgery Devices,0.258,26.03,0.31,1064.32,0,0.165,
60145,Device Recall  Covidien,Cardiovascular Devices,0.58,34.74,1.67,5200.0,0,0.45,214.92
96202,Device Recall  Exogen 4000Ultrasound Bone Healing System,Orthopedic Devices,0.31,,0.48,1225.81,0,0.19,202.6
53007,TriActiv ProGuard Embolic Protection System,Cardiovascular Devices,0.225,31.44,0.48,365.27,0,0.145,201.89
57147,Device Recall  UltraFill DBM,Orthopedic Devices,0.118,,-0.02,-837.15,0,0.059,199.13
103088,Replacement Gastrostomy Device,Gastroenterology-Urology Devices,0.421,,1.11,1312.71,0,0.296,207.52
55235,Device Recall  4D Integrated Treatment Console (4DITC),Radiology Devices,0.657,35.59,2.46,11480.37,1,0.55,229.29
14435,Device Recall  ProScreen,Clinical Chemistry and Clinical Toxicology Devices,0.193,16.72,,913.21,0,0.12,200.01
14091,"Device Recall  FANFOLD DRAPE 44""X58",General Hospital and Personal Use Devices,0.314,21.95,,1485.11,0,0.216,205.34
19295,Device Recall  Strauss Penis Clamp 130MM/General Instruments,Gastroenterology-Urology Devices,0.213,,0.14,248.62,0,0.128,203.3
49543,Grafton DBM Flex,Orthopedic Devices,0.64,,3.19,6279.56,1,0.527,217.04
96928,Device Recall  Powerlink (R) System with IntuiTrak Delivery System,Cardiovascular Devices,0.397,31.61,0.64,3565.55,0,0.267,205.35
94030,Device Recall  Modular Hip and Knee Replacement System,Orthopedic Devices,0.32,,1.06,2257.28,0,0.224,204.18
98277,Device Recall  MultiLumen Central Venous Catheterizations with Blue Flex Tip,Cardiovascular Devices,0.16,30.45,-0.19,642.6,0,0.094,201.95
50299,Medtronic Implantable Programmable Infusion Pumps,General Hospital and Personal Use Devices,0.66,28.46,,4904.42,1,0.542,217.72
53148,Ruggles Leyla Ball Joint Clamp,General and Plastic Surgery Devices,0.336,27.89,0.55,1694.65,0,0.239,
97646,Device Recall  Stryker MSeries Stretcher,Physical Medicine Devices,0.308,,0.44,1087.76,0,0.191,202.79
51131,Femoral Stem,Orthopedic Devices,0.358,,1.0,2629.86,0,0.251,205.38
22333,Device Recall  P.F.C.,Orthopedic Devices,0.503,,2.16,4464.37,0,0.393,211.19
59329,"Device Recall  Mindray DS USA, Inc. Panorama Patient Monitoring Network",Cardiovascular Devices,0.312,31.6,0.49,2363.47,0,0.208,203.79
54171,Flexiflo Quantum Enteral Pump,General Hospital and Personal Use Devices,0.162,19.53,,1061.48,0,0.1,201.06
102334,"Tru-Link DIN unshielded ECG cable, 5-lead",Cardiovascular Devices,0.398,31.99,0.96,3678.35,0,0.282,206.21
50167,AEQUALIS Reversed II or AEQUALIS Reversed Fracture Impactor.,General and Plastic Surgery Devices,0.238,26.27,0.13,537.65,0,0.143,
93461,Device Recall  SOPRO Camera Control Unit,General and Plastic Surgery Devices,0.514,28.97,1.05,3837.37,0,0.386,
82415,HEARTWARE VENTRICULAR ASSIST SYSTEM - HVAD PUMP IMPLANT KIT,Cardiovascular Devices,0.39,31.83,0.95,3373.82,0,0.271,205.08
15177,Device Recall  Zimmer,Orthopedic Devices,0.543,,2.76,4103.82,1,0.428,212.78
58555,Device Recall  CPT Femoral Stem,Orthopedic Devices,0.523,,2.29,3314.14,0,0.402,213.43
16374,Device Recall  IMMULITE/IMMULITE 1000 Rubella IgM,Immunology and Microbiology Devices,0.58,21.49,,4842.45,0,0.454,213.5
95792,Device Recall  Super SecurFit,Orthopedic Devices,0.099,,0.18,-827.69,0,0.057,200.91
57772,Device Recall  Surgical Saw Blade Procedure Pack,Orthopedic Devices,0.524,,2.24,4003.76,0,0.402,211.8
22537,Vaxcel¿ Plus Chronic Dialysis Catheters - Catheter/CPU/15/28/Plastic || Catalog Number : 45-549,Gastroenterology-Urology Devices,0.31,,0.46,1500.31,0,0.202,202.94
16899,Device Recall  Regard,General and Plastic Surgery Devices,0.389,27.59,0.56,2184.88,0,0.269,
20025,Device Recall  IMx CA 153 Reagent Pack,Immunology and Microbiology Devices,0.469,19.82,,3815.65,0,0.343,206.32
60637,"Device Recall  da Vinci Xi"" Surgical System",General and Plastic Surgery Devices,0.391,27.45,0.82,1780.42,0,0.275,
98730,Device Recall  Boston Scientific Synchro 14 Guidewire,Cardiovascular Devices,0.209,30.61,0.14,1064.79,0,0.12,199.93
52126,Affixus Intramedullary Hip Fracture Nail,Orthopedic Devices,0.616,,2.67,5471.24,0,0.483,214.0
101212,Midas Rex Legend Dissecting Tool,Neurological Devices,0.176,25.27,0.15,1141.03,0,0.106,200.95
15570,Device Recall  American Surgical,General and Plastic Surgery Devices,0.323,26.53,0.18,1521.95,0,0.202,
15074,Device Recall  Customed,General and Plastic Surgery Devices,0.288,25.86,0.47,856.02,0,0.182,
101863,Sirus Drill 13mm diameter trauma instrument; Model Number: 02.00020.040,Orthopedic Devices,0.278,,0.76,1007.48,0,0.179,203.18
52176,Covidien Emprint Percutaneous Antenna with Thermosphere Technology,General and Plastic Surgery Devices,0.117,24.64,0.02,65.54,0,0.06,
13096,"Device Recall  EndoWrist One Vessel Sealer, IS3000",General and Plastic Surgery Devices,0.299,27.18,0.29,1159.68,0,0.197,
18983,Device Recall  Belzer UW & Waters IGL Cold Storage Solution,Gastroenterology-Urology Devices,0.326,,0.51,1549.81,0,0.217,204.22
51124,Excelsior Medical Inc.,General Hospital and Personal Use Devices,0.388,22.38,,1811.49,0,0.263,205.87
17100,Device Recall  Regard,General and Plastic Surgery Devices,0.511,29.39,0.97,3839.17,0,0.385,
58487,Device Recall  TRIAL STEM for MP(R) RECONSTRUCTION PROTHESIS,Orthopedic Devices,0.715,,4.29,7103.35,1,0.617,221.9
103807,Depuy Spine Mountaineer OCT Spinal System  Screw Caddy Set,General and Plastic Surgery Devices,0.109,25.33,-0.09,422.87,0,0.063,
51420,Minor/General/Ortho Pack,General and Plastic Surgery Devices,0.681,31.99,1.9,6325.0,1,0.563,
104215,"Spectrum Central Venous Tray,  Minocycline/Rifampin Impregnated  Triple Lumen Polyurethane",General Hospital and Personal Use Devices,0.16,19.91,,-222.27,0,0.08,200.12
55313,Device Recall  Microline Surgical ReNew Laproscopic ControlTip Atraumatic Fenestrated Grasper Forceps Tip,General and Plastic Surgery Devices,0.47,28.59,1.05,2613.08,0,0.345,
100098,Dynesys Revision  set screw,Orthopedic Devices,0.447,,1.49,3015.55,0,0.316,206.75
95786,Device Recall  ApexPro,Cardiovascular Devices,0.819,40.85,3.46,13188.43,1,0.746,224.56
